All Transactions Announced Date,Target/Issuer,Exchange:Ticker,Transaction Types,Transaction Status,"Total Transaction Value (CADmm, Historical rate)",Buyers/Investors,Sellers,CIQ Transaction ID,Industry Classifications [Target/Issuer],Geographic Locations [Target/Issuer],Business Description [Target/Issuer],Exchange Country [Primary Listing] [Target/Issuer],Exchange Country [Secondary Listings] [Target/Issuer]
12/15/2017,ESSA Pharma Inc. (TSXV:EPI),TSXV:EPI,Public Offering,Closed, 31.03 ,-,-,IQTR547073007,Health Care (Primary),Canada (Primary),"ESSA Pharma Inc., a pharmaceutical company, focuses on the development of small molecule drugs for the treatment of prostate cancer. The company was founded in 2009 and is headquartered in Vancouver, Canada.","TSXV:EPI
Company: ESSA Pharma Inc.
(IQT282860074) - Canada",-
12/12/2017,Reliq Health Technologies Inc. (TSXV:RHT),TSXV:RHT,Private Placement,Closed, 10.0 ,-,-,IQTR546508949,Health Care (Primary),Canada (Primary),"Reliq Health Technologies Inc., a healthcare technology company, engages in the development of mobile software solutions for community care market. It offers iUGO Health technology platform, a hardware and software solution that allows complex patients to receive care in the home. The company was formerly known as Moseda Technologies Inc. and changed its name to Reliq Health Technologies Inc. in May 2016. Reliq Health Technologies Inc. was incorporated in 2005 is headquartered in Hamilton, Canada.","TSXV:RHT
Company: Reliq Health Technologies Inc.
(IQT26049870) - Canada",-
12/12/2017,ESSA Pharma Inc. (TSXV:EPI),TSXV:EPI,Public Offering,Closed,-,-,-,IQTR546516861,Health Care (Primary),Canada (Primary),"ESSA Pharma Inc., a pharmaceutical company, focuses on the development of small molecule drugs for the treatment of prostate cancer. The company was founded in 2009 and is headquartered in Vancouver, Canada.","TSXV:EPI
Company: ESSA Pharma Inc.
(IQT282860074) - Canada",-
12/08/2017,Vitalhub Corp. (TSXV:VHI),TSXV:VHI,Private Placement,Closed, 2.0 ,-,-,IQTR546139718,Health Care (Primary),Canada (Primary),"VitalHub Corp., together with its subsidiaries, develops and supports healthcare information systems in the mental health, long term care, community health service, and hospital sectors in Canada and the United States. Its technologies include blockchain, mobile and Web-based assessment, and electronic healthcare record solutions. The company is based in Toronto, Canada.","TSXV:VHI
Company: Vitalhub Corp.
(IQT411552553) - Canada",-
12/05/2017,Vaxil Bio Ltd. (TSXV:VXL),TSXV:VXL,Private Placement,Closed, 1.81 ,-,-,IQTR545770096,Health Care (Primary),Canada (Primary),"Vaxil Bio Ltd., an immunotherapy biotech company, engages in the research and development of immunotherapies for cancer and infectious diseases in Israel. The company’s lead product is ImMucin that has completed a Phase1/2 clinical trial, which is used for the treatment of multiple myeloma. It is also involved in developing a tuberculosis vaccine/treatment. The company was founded in 2006 and is headquartered in Toronto, Canada.","TSXV:VXL
Company: Vaxil Bio Ltd.
(IQT115279018) - Canada",-
12/05/2017,HealthSpace Data Systems Ltd. (CNSX:HS),CNSX:HS,Private Placement,Closed, 1.06 ,Vanbex Capital,-,IQTR545788748,Health Care (Primary),Canada (Primary),"HealthSpace Data Systems Ltd. develops and sells information and communication management systems for health inspection departments of federal, provincial, state, and municipal governments in Canada and the United States. Its products include HSCloud product, an enterprise software system for license, invoice, and inspection data for use by government agencies; HealthSpace Touch, an application designed for data collection, electronically capture signatures, and insert photos and email inspection reports for health inspectors; and HealthSpace EnviroIntel EHS Manager, an internet-based client/server application used to fill out forms, request information, and view data, including reports. The company also offers HealthSpace Cloud, a customizable cloud-based portal for managing applications, licenses, permits, and other data; and HealthSpace Data that provides environmental health reporting, analytics, and monitoring platform. HealthSpace Data Systems Ltd. was founded in 1998 and is headquartered in Chilliwack, Canada.","CNSX:HS
Company: HealthSpace Data Systems Ltd.
(IQT317841012) - Canada",-
12/04/2017,BELLUS Health Inc. (TSX:BLU),TSX:BLU,Public Offering,Closed, 20.0 ,-,-,IQTR545713001,Health Care (Primary),Canada (Primary),"BELLUS Health Inc., a clinical-stage biopharmaceutical company, develops novel therapeutics for conditions with high unmet medical need. Its lead drug candidate includes BLU-5937, a small molecule antagonist of the P2X3 receptor for chronic cough. The company also has economic interests in various partnered development stage programs, including KIACTA for the treatment of sarcoidosis; AMO-01 for treatment of Phelan McDermid syndrome; and ALZ-801 for APOE4 homozygous Alzheimer’s disease. BELLUS Health Inc. was founded in 1993 and is headquartered in Laval, Canada.","TSX:BLU
Company: BELLUS Health Inc.
(IQT45480612) - Canada",-
12/04/2017,Bausch Health Companies Inc. (NYSE:BHC),NYSE:BHC,Public Offering,Closed," 1,880.18 ",-,-,IQTR545749337,Health Care (Primary),Canada (Primary),"Bausch Health Companies Inc. develops, manufactures, and markets a range of pharmaceutical, medical device, and over-the-counter (OTC) products primarily in the therapeutic areas of eye health, gastroenterology, and dermatology. The company operates through four segments: Bausch + Lomb/International, Salix, Ortho Dermatologics, and Diversified Products. The Bausch + Lomb/International segment offers products with a focus on the vision care, surgical, and consumer and ophthalmology Rx products in the United States; and Solta products, branded and generic pharmaceutical products, OTC products, and medical device products, and Bausch + Lomb products in Canada, Europe, Asia, Australia, Latin America, Africa, and the Middle East. The Salix segment provides gastroenterology products in the United States. The Ortho Dermatologics segment offers dermatological products in the United States; and Solta medical aesthetic devices internationally. The Diversified Products segment provides pharmaceutical products in the areas of neurology and other therapeutic classes, as well as generic and dentistry products in the United States. The company was formerly known as Valeant Pharmaceuticals International, Inc. and changed its name to Bausch Health Companies Inc. in July 2018. Bausch Health Companies Inc. was founded in 1983 and is headquartered in Laval, Canada.",-,"TSX:BHC
Company: Bausch Health Companies Inc.
(IQT2594579) - Canada"
11/30/2017,Avivagen Inc. (TSXV:VIV),TSXV:VIV,Private Placement,Closed, 4.09 ,Dancap Family Investment Office,-,IQTR545394382,Health Care (Primary),Canada (Primary),"Avivagen Inc. develops and commercializes various products to replace antibiotics in livestock feeds to optimize the health and growth of the animals by supporting the animal’s own health defenses. The company offers products based on its OxC-Beta technology, such as OxC-beta Livestock, a premix for livestock feeds; and Vivamune Health Chews supplements for companion animals. The company was formerly known as Chemaphor, Inc. and changed its name to Avivagen Inc.in May 2012. The company is headquartered in Ottawa, Canada.","TSXV:VIV
Company: Avivagen Inc.
(IQT23428260) - Canada",-
11/30/2017,WELL Health Technologies Corp. (TSXV:WELL),TSXV:WELL,Private Placement,Closed, 4.5 ,-,-,IQTR545476637,Health Care (Primary),Canada (Primary),"WELL Health Technologies Corp. owns and operates a portfolio of primary healthcare facilities. The company was formerly known as Wellness Lifestyles Inc. and changed its name to WELL Health Technologies Corp. in July 2018. As at December 31, 2018, it operated 19 medical clinics. WELL Health Technologies Corp. is headquartered in Vancouver, Canada.","TSXV:WELL
Company: WELL Health Technologies Corp.
(IQT434799348) - Canada",-
11/29/2017,NanoSphere Health Sciences Inc. (CNSX:NSHS),CNSX:NSHS,Private Placement,Closed, 5.91 ,-,-,IQTR545430129,Health Care (Primary),Canada (Primary),"NanoSphere Health Sciences Inc., a nano-biotechnology company, focuses on providing nutritive elements and medicants through licensing arrangements. It focuses on developing cannabinoid, nutraceutical, and cosmeceutical and drug formulations. The company is headquartered in Vancouver, Canada.","CNSX:NSHS
Company: NanoSphere Health Sciences Inc.
(IQT537616648) - Canada",-
11/27/2017,Telo Genomics Corp. (TSXV:TELO),TSXV:TELO,Private Placement,Closed, 1.62 ,-,-,IQTR545009595,Health Care (Primary),Canada (Primary),"Telo Genomics Corp., a personalized medicine company, focuses on the development and commercialization of predictive technological products. Its proprietary software platform predicts the course of certain diseases and personalizes the treatment for individual patients. The company’s TeloView software platform measures the stage of the disease, rate of progression of the disease, how different diseases will respond to various therapies, and drug efficacy and toxicity. It is developing five diagnostic and prognostic products for cancers and neurological disorders, including Hodgkin’s lymphoma, prostate cancer, multiple myeloma, lung cancer, and Alzheimer’s diseases. The company was formerly known as 3D Signatures Inc. and changed its name to Telo Genomics Corp. in April 2019. Telo Genomics Corp. is headquartered in Toronto, Canada.","TSXV:TELO
Company: Telo Genomics Corp.
(IQT401930792) - Canada",-
11/27/2017,Premier Diversified Holdings Inc. (TSXV:PDH),TSXV:PDH,Private Placement,Closed, 0.3 ,-,-,IQTR545019032,Health Care (Primary),Canada (Primary),"Premier Diversified Holdings Inc., through its subsidiaries, designs, finances, and operates medical diagnostic imaging centers in Canada. It operates through two segments, Investments and Operation of Diagnostic Centers. The company’s medical diagnostic imaging centers provide positron emission technology/computed tomography (PET-CT) scans. It operates PET-CT diagnostic scanning center in Burnaby, British Columbia. The company is headquartered in Burnaby, Canada.","TSXV:PDH
Company: Premier Diversified Holdings Inc.
(IQT246518802) - Canada",-
11/27/2017,Canntab Therapeutics Limited (CNSX:PILL),CNSX:PILL,Private Placement,Closed, 5.01 ,Telferscot Resources Inc.,-,IQTR545044963,Health Care (Primary),Canada (Primary),"Canntab Therapeutics Limited researches and develops advanced pharmaceutical grade formulations of cannabinoids and terpenes in Canada. It offers sustained release, immediate release, modified release, flash melt, and bi-layered tablets for treating sleep disorders, posttraumatic stress disorder, social anxiety, addiction, arthritis, general pain, pain management and appetite loss associated with cancer treatments, and addiction treatment therapy of opioids and other painkillers. Canntab Therapeutics Limited is headquartered in Markham, Canada.","CNSX:PILL
Company: Canntab Therapeutics Limited
(IQT558198016) - Canada",-
11/16/2017,Nova Leap Health Corp. (TSXV:NLH),TSXV:NLH,Private Placement,Closed, 0.475 ,-,-,IQTR544102320,Health Care (Primary),Canada (Primary),"Nova Leap Health Corp. provides personal home care and support services in the United States and Canada. Its services include companionship; cooking and meal preparation; dementia care; light housekeeping; respite care; transportation; personal care; medication reminders; and medication administration by nursing staff. The company serves clients in the states of Rhode Island, New Hampshire, Vermont, and Massachusetts. Nova Leap Health Corp. is headquartered in Halifax, Canada.","TSXV:NLH
Company: Nova Leap Health Corp.
(IQT327204283) - Canada",-
11/16/2017,Lotus Ventures Inc. (CNSX:J),CNSX:J,Private Placement,Closed, 5.02 ,-,-,IQTR544432768,Health Care (Primary),Canada (Primary),"Lotus Ventures Inc. produces and sells medical marijuana. The company is based in Vancouver, Canada.","CNSX:J
Company: Lotus Ventures Inc.
(IQT274566928) - Canada",-
11/15/2017,Trillium Therapeutics Inc. (TSX:TRIL),TSX:TRIL,Private Placement,Closed, 25.39 ,-,-,IQTR543916847,Health Care (Primary),Canada (Primary),"Trillium Therapeutics Inc., a clinical-stage immuno-oncology company, develops therapies for the treatment of cancer. The company’s lead program is TTI-621, a SIRPaFc fusion protein that acts a soluble decoy receptor preventing CD47 from delivering its inhibitory signal, which is in Phase Ib clinical trials for advanced hematologic malignancies, and solid tumors and mycosis fungoides. Its product candidates also include TTI-622, an IgG4 SIRPaFc protein for combination therapy; and TTI-2341, an epidermal growth factor receptor antagonist, which is in preclinical development stage, as well as undisclosed immuno-oncology targets that are in the discovery Phase. The company was formerly known as Stem Cell Therapeutics Corp. and changed its name to Trillium Therapeutics Inc. in June 2014. Trillium Therapeutics Inc. was founded in 2004 is headquartered in Mississauga, Canada.","TSX:TRIL
Company: Trillium Therapeutics Inc.
(IQT13556077) - Canada",-
11/15/2017,Chartwell Retirement Residences (TSX:CSH.UN),TSX:CSH.UN,Public Offering,Closed, 245.02 ,-,-,IQTR543937680,Health Care (Primary),Canada (Primary),"Chartwell is an unincorporated, open-ended real estate trust which indirectly owns and operates a complete range of seniors housing communities, from independent supportive living through assisted living to long term care. It is the largest operator in the Canadian seniors living sector with over 200 quality retirement communities in four provinces. Chartwell is committed to its vision of Making People's Lives BETTER and to providing a happier, healthier and more fulfilling life experience for its residents.","TSX:CSH.UN
Company: Chartwell Retirement Residences
(IQT7768795) - Canada",-
11/15/2017,Preferred Dental Technologies Inc. (CNSX:PDTI),CNSX:PDTI,Private Placement,Effective, 0.052 ,-,-,IQTR543975575,Health Care (Primary),Canada (Primary),"Preferred Dental Technologies Inc. develops and commercializes various technologies in the dental implant industry. It offers EAS components for custom dental abutments for dental implants. The company is headquartered in Winnipeg, Canada.","CNSX:PDTI
Company: Preferred Dental Technologies Inc.
(IQT529428534) - Canada",-
11/14/2017,Titan Medical Inc. (TSX:TMD),TSX:TMD,Public Offering,Closed, 23.0 ,-,-,IQTR543768526,Health Care (Primary),Canada (Primary),"Titan Medical Inc., a research and development stage company, focuses on the design, development, and commercialization of computer-assisted robotic surgical technologies for application in minimally invasive surgery (MIS). The company is developing the SPORT Surgical System, a single-port robotic surgical system that comprises a surgeon-controlled patient cart, which includes a 3D vision system and multi-articulating instruments for performing MIS procedures; and a surgeon workstation that provides the surgeon with ergonomic interface to the patient cart and a 3D endoscopic view inside the patient’s body during MIS procedures. The SPORT Surgical System enables surgeons to perform surgical procedures for gynecologic, urologic, colorectal, and general abdominal indications. Titan Medical Inc. is headquartered in Toronto, Canada.","TSX:TMD
Company: Titan Medical Inc.
(IQT47190779) - Canada",-
11/13/2017,Bausch Health Companies Inc. (NYSE:BHC),NYSE:BHC,Public Offering,Closed, 956.12 ,-,-,IQTR543567518,Health Care (Primary),Canada (Primary),"Bausch Health Companies Inc. develops, manufactures, and markets a range of pharmaceutical, medical device, and over-the-counter (OTC) products primarily in the therapeutic areas of eye health, gastroenterology, and dermatology. The company operates through four segments: Bausch + Lomb/International, Salix, Ortho Dermatologics, and Diversified Products. The Bausch + Lomb/International segment offers products with a focus on the vision care, surgical, and consumer and ophthalmology Rx products in the United States; and Solta products, branded and generic pharmaceutical products, OTC products, and medical device products, and Bausch + Lomb products in Canada, Europe, Asia, Australia, Latin America, Africa, and the Middle East. The Salix segment provides gastroenterology products in the United States. The Ortho Dermatologics segment offers dermatological products in the United States; and Solta medical aesthetic devices internationally. The Diversified Products segment provides pharmaceutical products in the areas of neurology and other therapeutic classes, as well as generic and dentistry products in the United States. The company was formerly known as Valeant Pharmaceuticals International, Inc. and changed its name to Bausch Health Companies Inc. in July 2018. Bausch Health Companies Inc. was founded in 1983 and is headquartered in Laval, Canada.",-,"TSX:BHC
Company: Bausch Health Companies Inc.
(IQT2594579) - Canada"
11/10/2017,Eyecarrot Innovations Corp. (TSXV:EYC),TSXV:EYC,Private Placement,Closed, 1.6 ,-,-,IQTR543502891,Health Care (Primary),Canada (Primary),"Eyecarrot Innovations Corp. develops and commercializes visual and neuro-cognitive processing products, and hardware and software for diagnosing and remediating visual perception disorders. The company’s products include Binovi Touch, a tool for vision therapy and vision training; Binovi Pro, which allows doctors/trainers to manage various aspects of patient/athlete’s vision training regimens, track progress, and plan and assign protocols; Binovi Coach, a tool that allows users to complete their assigned activities through clear multimedia guidance; and Binovi Academy, an educational hub. The company was formerly known as Nanton Nickel Corp. and changed its name to Eyecarrot Innovations Corp. in June 2015. Eyecarrot Innovations Corp. is based in Oakville, Canada.","TSXV:EYC
Company: Eyecarrot Innovations Corp.
(IQT202354752) - Canada",-
11/09/2017,Neovasc Inc. (TSX:NVCN),TSX:NVCN,Public Offering,Closed, 47.59 ,-,-,IQTR543231289,Health Care (Primary),Canada (Primary),"Neovasc Inc., a specialty medical device company, develops, manufactures, and markets medical devices worldwide. Its products include the Tiara technology for the transcatheter treatment of mitral valve disease; and the Neovasc Reducer for the treatment of refractory angina. The company was formerly known as Medical Ventures Corp. and changed its name to Neovasc Inc. in July 2008. Neovasc Inc. was incorporated in 2000 and is headquartered in Richmond, Canada.","TSX:NVCN
Company: Neovasc Inc.
(IQT46472100) - Canada",-
11/09/2017,Neovasc Inc. (TSX:NVCN),TSX:NVCN,Private Placement,Closed, 34.64 ,-,-,IQTR543355324,Health Care (Primary),Canada (Primary),"Neovasc Inc., a specialty medical device company, develops, manufactures, and markets medical devices worldwide. Its products include the Tiara technology for the transcatheter treatment of mitral valve disease; and the Neovasc Reducer for the treatment of refractory angina. The company was formerly known as Medical Ventures Corp. and changed its name to Neovasc Inc. in July 2008. Neovasc Inc. was incorporated in 2000 and is headquartered in Richmond, Canada.","TSX:NVCN
Company: Neovasc Inc.
(IQT46472100) - Canada",-
11/08/2017,ZoomMed Inc. (TSXV:ZMD.H),TSXV:ZMD.H,Private Placement,Closed, 0.5 ,-,-,IQTR543228959,Health Care (Primary),Canada (Primary),"ZoomMed Inc., together with its subsidiaries, develops and markets a range of computer applications designed for healthcare professionals primarily in the United States and the United Kingdom. The company builds and operates a clinical information exchange platform between physicians, pharmacists, and various other stakeholders of the healthcare sector, such as pharmacists, specialists, pharmaceutical companies, laboratories, physiotherapy clinics, and other organizations. It also offers ZRx Prescriber, a technological Web application that enables physicians to generate prescriptions. ZoomMed Inc. was incorporated in 2005 and is headquartered in Brossard, Canada.","TSXV:ZMD.H
Company: ZoomMed Inc.
(IQT22495974) - Canada",-
11/06/2017,Canada House Wellness Group Inc. (CNSX:CHV),CNSX:CHV,Private Placement,Closed, 8.61 ,-,-,IQTR542766975,Health Care (Primary),Canada (Primary),"Canada House Wellness Group Inc., through its subsidiaries, provides patient-specific cannabinoid therapy products and services. It offers its products and services through clinics and licensed producers. Canada House Wellness Group Inc. has a strategic partnership with Peak Pharma Solutions Inc. The company is headquartered in Pickering, Canada.","CNSX:CHV
Company: Canada House Wellness Group Inc.
(IQT417812352) - Canada",-
11/03/2017,SQI Diagnostics Inc. (TSXV:SQD),TSXV:SQD,Private Placement,Closed, 4.5 ,-,-,IQTR542604466,Health Care (Primary),Canada (Primary),"SQI Diagnostics Inc., a life sciences company, develops and commercializes proprietary technologies and products for advanced multiplexing diagnostics in Canada. The company offers sqidworks diagnostic platform, a fully-automated microarray processing and analytical system; sqidlite benchtop diagnostic platform, a fully automated bench top microarray processing and analytical system; and sqid-X, a semi-automated bench-top platform. Its products are used in immunogenicity and bioanalysis, IVD and clinical, biomarkers, and assay development applications. SQI Diagnostics Inc. has a co-develop and licensing agreement with McMaster University Department of Engineering to develop chip technology for use in multi-array disease testing; and research and development agreements with University Health Network to create and license rapid multiplexed protein assays, as well as a point-of-care diagnostic device to enable transplant surgeons assess the suitability of lungs and other organs for transplantation. The company was founded in 1999 and is headquartered in Toronto, Canada.","TSXV:SQD
Company: SQI Diagnostics Inc.
(IQT34231255) - Canada",-
10/31/2017,Cognetivity Neurosciences Ltd. (CNSX:CGN),CNSX:CGN,Private Placement,Closed, 4.17 ,-,-,IQTR556581719,Health Care (Primary),Canada (Primary),"Cognetivity Neurosciences Ltd. operates as a healthcare company. It develops integrated cognitive assessment, a cognitive testing platform, which includes visual stimulus based diagnostic test and artificial intelligence tools to support the early detection and monitoring of cognitive impairment in neurodegenerative diseases, such as Alzheimer’s and dementia. The company is headquartered in Vancouver, Canada.","CNSX:CGN
Company: Cognetivity Neurosciences Ltd.
(IQT556284961) - Canada",-
10/30/2017,Vitalhub Corp. (TSXV:VHI),TSXV:VHI,Private Placement,Closed, 2.22 ,-,-,IQTR542091624,Health Care (Primary),Canada (Primary),"VitalHub Corp., together with its subsidiaries, develops and supports healthcare information systems in the mental health, long term care, community health service, and hospital sectors in Canada and the United States. Its technologies include blockchain, mobile and Web-based assessment, and electronic healthcare record solutions. The company is based in Toronto, Canada.","TSXV:VHI
Company: Vitalhub Corp.
(IQT411552553) - Canada",-
10/27/2017,Ortho Regenerative Technologies Inc. (CNSX:ORTH),CNSX:ORTH,Private Placement,Closed, 1.07 ,-,-,IQTR542141447,Health Care (Primary),Canada (Primary),"Ortho Regenerative Technologies Inc., an orthopaedic and sports medicine biologics company, engages in researching and developing novel therapeutic tissue repair devices to enhance the success rate of sports medicine surgeries in Canada. The company develops Ortho-R, a freeze-dried formulation for rotator cuff repair; and Ortho-M, a biopolymer for bilateral meniscus repair. It also develops Ortho-C, a biopolymer for articular cartilage repair; and Ortho-V, a biopolymer for osteoarthritis healing. The company was incorporated in 2015 and is headquartered in Kirkland, Canada.","CNSX:ORTH
Company: Ortho Regenerative Technologies Inc.
(IQT539889813) - Canada",-
10/24/2017,Sirona Biochem Corp. (TSXV:SBM),TSXV:SBM,Private Placement,Closed, 0.635 ,-,-,IQTR541439437,Health Care (Primary),Canada (Primary),"Sirona Biochem Corp. operates as a cosmetic ingredient and drug discovery company in Canada and France. The company develops programs in three areas, including diabetes, anti-inflammatories, and anti-infectives for therapeutics; anti-aging and depigmenting agents in cosmeceuticals; and biological ingredients, such as inducers and adjuvants for the biological development and preservation. It develops a sodium glucose co-transporter inhibitor for the treatment of diabetes, as well as cosmetic skin lightening agents and compounds. The company was formerly known as High Rider Capital Inc. and changed its name to Sirona Biochem Corp. in May 2009. Sirona Biochem Corp. was incorporated in 2006 and is headquartered in Vancouver, Canada.","TSXV:SBM
Company: Sirona Biochem Corp.
(IQT58893998) - Canada",-
10/23/2017,Liminal BioSciences Inc. (TSX:LMNL),TSX:LMNL,Private Placement,Closed, 113.2 ,"Thomvest Ventures, Inc.",-,IQTR541286560,Health Care (Primary),Canada (Primary),"Liminal BioSciences Inc. operates as a biopharmaceutical company with two drug discovery platforms that focuses on unmet medical needs. It operates through three segments: Small Molecule Therapeutics, Plasma Derived Therapeutics, and Bioseparations. The Small Molecule Therapeutics segment’s lead product candidate is PBI-4050, which targets unmet medical needs, such as the treatment of idiopathic pulmonary fibrosis, Alström syndrome, and other fibrotic indications. The Plasma Derived Therapeutics segment provides Plasma Protein Purification System, a multi-product sequential purification process for the extraction and purification of therapeutic proteins from human plasma. It also engages in developing Ryplazim for the treatment of congenital plasminogen deficiency. The Bioseparations segment develops and manufactures affinity absorbents and Mimetic Ligand purification platform that are used by pharmaceutical and medical companies for extraction and purification manufacturing processes. In addition, it develops processes to recover and purify various other proteins from plasma, including intravenous immunoglobulin, inter-alpha-inhibitor-proteins, fibrinogen, alpha1 antitrypsin, and C1 esterase inhibitor. The company was formerly known as Prometic Life Sciences Inc. and changed its name to Liminal BioSciences Inc. in October 2019. Liminal BioSciences Inc. was incorporated in 1994 and is headquartered in Laval, Canada.","TSX:LMNL
Company: Liminal BioSciences Inc.
(IQT2640774) - Canada",-
10/23/2017,Appili Therapeutics Inc. (TSXV:APLI),TSXV:APLI,Private Placement,Closed, 7.4 ,Innovacorp; NSBI Venture Capital,-,IQTR541286685,Health Care (Primary),Canada (Primary),"Appili Therapeutics Inc., a pharmaceutical company, acquires, develops, and commercializes therapeutics in the area of infectious disease in Canada. The company focuses on building and advancing a portfolio of anti-infective programs. Its anti-infective portfolio includes ATI-1501, a taste-masked oral liquid formulation of an antibiotic, metronidazole; ATI-1503 that develops a class of gram-negative targeting antibiotics; and ATI-1701 is a live-attenuated vaccine for Francisella tularensis. Appili Therapeutics Inc. was founded in 2015 and is headquartered in Halifax, Canada.","TSXV:APLI
Company: Appili Therapeutics Inc.
(IQT607127273) - Canada",-
10/23/2017,Vitalhub Corp. (TSXV:VHI),TSXV:VHI,Private Placement,Closed, 0.085 ,-,-,IQTR541310265,Health Care (Primary),Canada (Primary),"VitalHub Corp., together with its subsidiaries, develops and supports healthcare information systems in the mental health, long term care, community health service, and hospital sectors in Canada and the United States. Its technologies include blockchain, mobile and Web-based assessment, and electronic healthcare record solutions. The company is based in Toronto, Canada.","TSXV:VHI
Company: Vitalhub Corp.
(IQT411552553) - Canada",-
10/23/2017,Arch Biopartners Inc. (OTCPK:ACHF.F),OTCPK:ACHF.F,Private Placement,Closed, 0.5 ,-,-,IQTR541395194,Health Care (Primary),Canada (Primary),"Arch Biopartners Inc., a biotechnology company, develops technologies for improving the health of patients. The company develops AB569, a drug candidate for the treatment of antibiotic resistant lung and urinary tract bacterial infections, as well as to treat pseudomonas aeruginosa infections in the respiratory tracts of patients with cystic fibrosis. It also develops MetaBlok, a drug candidate for the treatment of sepsis, cancer metastasis, and inflammation based diseases, as well as in a phase I safety trial for treating acute kidney injury; and Arch inflammation treatments for chronic kidney and bowel diseases caused by non-infectious inflammation. In addition, the company develops Borg, a Peptide-solid surface interface to inhibit biofilm formation and reduce corrosion; and MetaMx synthetic molecules that targets brain tumor initiating cells and invasive glioma cells. Arch Biopartners Inc. is headquartered in Toronto, Canada.",-,"TSXV:ARCH
Company: Arch Biopartners Inc.
(IQT246708499) - Canada"
10/20/2017,Titan Medical Inc. (TSX:TMD),TSX:TMD,Private Placement,Closed, 3.35 ,-,-,IQTR541224198,Health Care (Primary),Canada (Primary),"Titan Medical Inc., a research and development stage company, focuses on the design, development, and commercialization of computer-assisted robotic surgical technologies for application in minimally invasive surgery (MIS). The company is developing the SPORT Surgical System, a single-port robotic surgical system that comprises a surgeon-controlled patient cart, which includes a 3D vision system and multi-articulating instruments for performing MIS procedures; and a surgeon workstation that provides the surgeon with ergonomic interface to the patient cart and a 3D endoscopic view inside the patient’s body during MIS procedures. The SPORT Surgical System enables surgeons to perform surgical procedures for gynecologic, urologic, colorectal, and general abdominal indications. Titan Medical Inc. is headquartered in Toronto, Canada.","TSX:TMD
Company: Titan Medical Inc.
(IQT47190779) - Canada",-
10/19/2017,Cronos Group Inc. (TSX:CRON),TSX:CRON,Public Offering,Closed, 15.0 ,-,-,IQTR541089224,Health Care (Primary),Canada (Primary),"Cronos Group Inc., formerly known as PharmaCan Capital Corp., is a principal investment firm. The firm seeks to invest in companies either licensed, or actively seeking a license, to produce medical marijuana pursuant to Canada’s Marihuana for Medical Purposes Regulations (“MMPR”). The firm typically invests in companies based in Canada. The firm is primarily an equity investor, may also advance debt as appropriate. It seeks to make minority investments with appropriate governance and shareholder rights. The firm seeks board representation consistent with the size of the investment, but does not need control. Cronos Group Inc. was incorporated in January, 2013 and is based in Toronto, Canada with an additional office in in Toronto, Canada.","TSX:CRON
Company: Cronos Group Inc.
(IQT266973677) - Canada",-
10/19/2017,Microbix Biosystems Inc. (TSX:MBX),TSX:MBX,Private Placement,Closed, 3.5 ,-,-,IQTR541120406,Health Care (Primary),Canada (Primary),"Microbix Biosystems Inc., a life science company, manufactures viral and bacterial antigens and reagents for the diagnostics industry worldwide. The company produces infectious disease antigens, including viral, bacterial, and parasitic products, which are used in various applications, such as immunodiagnostic assays comprising ELISA, chemiluminescent automated immunoassays, immunohistochemistry, immunofluorescence, latex agglutination, rapid tests, and flow cytometry; controls for diagnostic assays. Its infectious disease antigens also used in controls for diagnostic assays, basic and applied research in virology, microbiology, cell biology, immunology, and pathology, or for vaccine and antiviral research and development. The company also provides quality assessment products, including PROCEEDx Verification/Validation samples, which are research use only products for use in test system IQ/OQ/PQ, verification/validation, and training; PTDx proficiency testing products; and REDx Controls, which are designed to enhance the diagnostic quality outcome by early detection of the deviations from desired assay performance. In addition, it develops Kinlytic Urokinase for injection, a thrombolytic biologic drug used to treat blood clots; and LumiSort cell-sorting, a technology for sorting of particles that could be used to enrich cell populations of interest, such as in sexing semen. Microbix Biosystems Inc. was founded in 1988 and is based in Mississauga, Canada.","TSX:MBX
Company: Microbix Biosystems Inc.
(IQT2630461) - Canada",-
10/19/2017,Helix BioPharma Corp. (TSX:HBP),TSX:HBP,Private Placement,Closed, 3.91 ,-,-,IQTR541207395,Health Care (Primary),Canada (Primary),"Helix BioPharma Corp., an immune-oncology company, focuses on the development of cancer drugs in Canada. It is developing L-DOS47 for the treatment of non-squamous small cell lung cancer; V-DOS47 that targets the vascular epithelial growth factor receptor 2; and chimeric antigen receptor T-cell (CAR-T) therapeutic for the treatment of hematological and solid tumors. Helix BioPharma Corp. has collaboration agreements with Moffitt Cancer Center to investigate the pharmacodynamics of L-DOS47 and determine the benefits of combining L-DOS47 with immune checkpoint inhibitors; and with ProMab Biotechnologies, Inc. to develop novel antibody and chimeric antigen receptor T-cell therapy for hematological malignancies, as well as a collaborative research agreement with Affilogic to assess proprietary anti-tumor targeting agents in combination with DOS47. The company is headquartered in Richmond Hill, Canada.","TSX:HBP
Company: Helix BioPharma Corp.
(IQT2618189) - Canada",-
